time_of_day,weather_severity,active_sensors,historical_flow,is_congested
6,4,31,800,0
21,5,8,1180,1
13,3,25,2256,0
6,4,35,1640,1
4,1,25,3132,0
21,3,44,2083,0
4,0,29,414,0
22,2,43,3181,0
1,1,19,4833,0
20,1,39,2414,0
21,1,47,2235,0
5,3,45,1749,0
14,0,41,3319,0
20,4,46,3900,1
9,0,32,2578,1
22,3,18,4167,0
23,1,8,1875,0
6,2,24,2066,0
4,1,38,1867,0
0,4,16,3915,0
12,5,37,341,0
20,2,28,4897,0
17,1,24,3049,1
12,2,9,4936,0
20,5,42,4976,1
20,0,34,2356,0
17,3,28,4211,1
4,1,47,3468,0
12,4,44,466,0
3,0,11,2927,0
16,1,40,1352,1
2,0,42,2587,0
16,4,20,4885,1
10,1,19,3703,0
20,5,50,3621,1
19,5,27,4617,1
22,4,16,1743,1
20,2,33,1312,0
3,4,48,4803,1
1,2,19,119,0
19,1,33,775,0
15,2,49,4577,1
17,1,47,708,1
7,1,25,161,1
2,3,19,1365,0
8,1,18,2385,1
19,2,46,1254,0
5,3,48,1728,0
9,3,20,1726,1
20,1,19,3816,0
9,4,46,1542,1
12,4,8,1753,0
16,5,31,2602,1
8,3,27,3369,1
16,1,33,381,0
23,4,45,1124,0
8,1,13,4918,1
8,1,47,3503,1
0,3,47,1335,0
1,5,11,4282,1
15,3,46,4860,1
0,0,8,885,0
9,4,9,3417,1
17,4,9,1767,1
7,4,15,3108,1
20,2,45,3294,0
10,1,32,4889,0
22,3,20,3875,1
1,4,45,2546,0
7,0,34,3890,1
21,4,8,633,1
7,5,6,501,1
16,1,50,3763,1
14,1,7,229,0
16,3,25,2439,1
22,2,10,4471,0
23,3,47,3059,0
12,4,22,1958,0
18,5,48,3073,1
4,0,9,4250,0
11,3,13,3749,0
0,2,24,2886,0
22,3,32,3197,1
4,1,30,3612,0
7,4,22,4960,1
12,4,23,1320,0
7,4,7,741,1
22,4,13,3414,1
10,4,40,823,0
0,4,35,4997,1
12,0,21,837,0
18,2,27,4953,1
23,4,38,1399,1
2,2,45,3580,0
23,5,45,439,1
16,4,9,252,1
4,3,19,1521,0
19,4,7,3151,1
20,1,23,526,0
7,0,32,3658,1
13,3,7,1235,0
3,3,42,2472,0
10,1,8,3429,0
19,4,28,1049,1
14,0,35,1473,0
18,3,49,1056,1
6,0,49,1801,0
18,3,15,3041,1
18,4,41,2582,1
10,5,5,1403,1
4,3,13,470,0
4,5,21,3080,1
21,3,5,2396,0
7,2,7,4898,1
9,4,30,2225,1
5,1,35,3066,0
14,5,30,4245,1
15,1,27,2842,0
16,4,34,4121,1
7,1,14,2464,1
7,4,12,862,1
8,1,48,4162,1
1,5,29,1104,0
14,2,26,3855,0
17,1,19,2946,1
2,5,45,449,0
16,3,14,3064,1
3,4,24,786,0
3,0,45,4737,0
13,0,27,3226,0
8,4,5,4556,1
8,2,6,2855,1
22,1,23,3624,0
17,2,18,3724,1
9,0,12,2832,0
20,5,42,1793,1
3,4,16,2992,0
11,4,30,3911,1
7,2,31,4280,1
1,5,33,784,1
21,2,19,4440,0
12,1,50,3019,0
20,3,5,3856,1
15,5,47,3383,1
1,3,32,4791,1
10,1,7,4126,0
9,3,22,1256,1
14,0,38,3161,0
16,3,36,4545,1
7,1,33,2429,1
17,3,29,1392,1
22,4,30,1984,0
8,2,43,1660,1
7,0,12,1083,0
13,4,23,2167,0
17,4,46,1963,1
21,1,26,2079,0
19,2,33,1836,0
19,2,37,2552,0
20,5,42,2018,1
11,0,49,800,0
18,1,50,4146,1
13,0,39,2173,0
16,5,47,4761,1
23,3,7,3853,0
20,4,23,494,0
2,0,14,2056,0
22,4,31,3148,1
6,1,19,3552,0
16,3,15,622,1
11,1,30,1662,0
8,3,28,3009,1
14,3,17,2949,0
17,4,36,649,1
20,1,41,1568,0
12,1,8,932,0
20,0,17,4582,0
7,1,13,1521,0
13,0,38,385,0
7,2,41,2845,1
13,2,11,3865,0
6,2,5,4564,0
22,5,16,1545,1
11,1,25,1566,0
10,5,15,1876,1
21,1,48,3755,0
21,0,48,1014,0
10,5,48,387,0
21,5,18,4290,1
12,5,38,2188,1
17,3,38,4526,1
1,0,29,1904,0
20,2,8,1278,0
14,0,30,2651,0
19,3,20,4470,1
17,1,14,1688,1
14,0,49,2056,0
18,5,6,1875,1
22,2,39,4962,0
23,2,23,1087,0
11,1,10,1303,0
12,0,23,3430,0
21,3,12,1219,0
10,1,18,296,0
4,0,14,4075,0
0,4,7,625,0
23,2,42,4827,0
2,3,33,1510,0
21,5,19,4603,1
18,3,27,1392,1
22,5,27,1294,0
6,3,22,2048,0
11,2,50,3755,0
14,5,23,4886,1
4,0,32,2317,0
14,5,30,4354,1
7,1,14,3680,1
9,0,8,1117,1
15,1,6,3253,0
7,3,7,3690,1
0,0,11,4307,0
11,3,20,4169,0
4,4,35,147,0
2,3,14,3763,0
0,3,23,4571,0
3,1,32,927,0
7,5,21,4822,1
2,4,32,2189,1
9,3,23,2156,1
1,3,41,918,0
10,4,27,4852,1
9,4,24,4084,1
20,0,17,3780,0
13,1,17,1911,0
6,4,47,4985,1
1,4,15,3214,1
8,2,19,1729,1
15,5,21,1643,1
12,4,32,3679,1
8,1,23,2004,1
19,5,8,1536,0
3,5,26,3417,1
21,3,26,3620,1
9,3,41,3159,1
21,3,43,4216,0
11,3,38,1098,0
16,2,37,1531,1
13,4,48,4652,1
13,3,46,3161,0
1,0,44,364,0
20,3,37,3831,1
19,4,16,2374,1
10,3,6,3975,1
15,2,32,3417,0
18,1,14,2146,1
22,1,26,3244,0
5,4,21,3321,0
23,1,30,3240,0
18,1,7,1353,1
4,0,11,822,0
3,4,48,183,1
14,4,12,4935,1
3,1,24,3470,0
19,1,16,3919,0
9,1,39,3464,1
23,5,21,1857,1
21,2,32,4418,0
2,3,45,2880,1
4,2,14,3387,0
5,4,26,2552,0
20,0,42,428,0
21,3,37,525,0
7,0,26,869,0
6,5,48,4075,1
20,4,41,707,1
9,5,17,1952,1
5,4,31,2772,0
13,0,19,2224,0
3,0,26,1400,0
12,0,34,565,0
19,4,47,2064,1
16,1,44,2045,0
22,0,41,2639,0
6,5,38,2460,1
3,3,48,2139,0
13,4,38,1284,0
2,5,39,4034,1
23,2,46,3317,0
4,2,23,2882,0
15,3,12,877,0
22,1,43,3479,0
19,0,37,2518,0
3,4,48,4177,1
23,5,32,4362,1
23,0,41,2539,0
1,5,29,4931,1
17,4,40,2089,1
18,2,21,1166,1
18,0,28,1044,1
16,3,25,128,1
13,1,6,1997,0
18,3,35,1797,1
21,1,48,2914,0
23,5,37,3465,1
12,0,34,2588,0
11,0,16,1765,0
5,1,48,4719,0
20,2,16,1670,0
3,4,28,1833,0
18,3,28,859,1
15,5,15,2257,1
12,3,17,1451,0
3,3,31,3576,0
22,5,12,1368,1
16,5,14,1885,1
22,0,12,4049,0
0,3,24,2707,0
17,4,12,498,1
19,4,13,2730,1
16,1,11,2546,1
14,5,18,1769,1
10,0,32,338,0
21,4,6,3636,0
12,2,47,3961,0
0,0,12,3203,0
16,0,17,1246,1
5,4,25,1657,0
3,2,32,3838,0
19,1,39,2257,0
15,4,27,3551,1
14,2,50,399,0
14,0,19,3798,0
5,2,6,4153,0
14,0,16,4959,0
13,4,40,348,0
10,5,7,2668,0
6,4,9,4229,1
8,3,7,4423,1
15,3,23,4780,1
4,3,6,2960,0
19,4,48,823,0
9,1,41,669,0
17,4,21,319,1
2,5,18,1494,1
12,2,32,2934,0
10,4,31,2222,1
16,4,14,4331,1
21,0,7,4100,0
12,0,40,4449,0
5,0,42,3189,0
16,4,29,149,1
12,1,26,614,0
18,2,43,2891,1
20,2,34,2878,0
18,5,25,2718,1
9,1,34,1937,1
2,1,32,4771,0
13,2,35,1265,0
18,3,30,2349,1
4,0,47,514,0
4,0,26,2368,0
19,2,25,1204,0
16,1,5,4958,1
20,5,41,4758,1
9,3,17,3456,1
4,2,25,2516,0
3,0,50,2034,0
5,4,13,303,0
3,1,21,168,0
6,4,25,615,0
6,5,35,3663,1
17,2,43,4556,1
2,0,26,1564,0
0,3,16,1752,0
23,4,10,806,0
3,3,20,1725,0
5,5,30,4852,1
8,0,9,3885,1
21,4,13,1445,1
13,5,50,443,0
11,3,44,3886,0
19,3,18,635,0
23,4,48,454,0
3,0,46,3642,0
20,3,34,1082,0
23,2,30,1445,0
11,5,49,3109,1
9,4,33,626,1
21,1,23,1030,0
6,1,12,2856,0
2,0,27,2382,0
22,2,46,2046,0
13,3,39,4027,0
23,1,35,2641,0
9,0,39,2016,1
15,5,36,3460,1
15,2,9,1693,0
21,2,20,3025,0
9,0,21,3725,1
12,0,36,1323,0
5,3,42,2059,0
11,0,36,1065,0
8,3,24,3778,1
12,3,6,4412,1
3,4,24,722,0
23,2,22,4548,0
10,5,5,4887,1
19,2,33,4826,0
17,2,33,2472,1
10,4,23,3048,0
20,3,48,3399,0
3,3,44,1268,0
17,0,10,4849,1
0,4,48,491,0
6,0,43,3909,0
5,4,50,2507,0
14,0,12,4964,0
17,1,28,4992,1
23,2,24,4360,1
10,2,18,4928,0
19,5,9,680,0
23,3,45,920,0
14,5,44,1347,1
15,1,38,223,0
6,5,20,4539,1
20,2,49,1974,0
9,3,11,623,1
11,1,20,3223,0
23,2,11,4324,0
13,0,31,3298,0
4,4,18,2885,0
20,1,18,2218,0
17,3,48,1310,1
4,5,37,1126,1
2,5,37,4217,1
22,1,48,4361,0
4,3,24,597,0
23,1,40,4629,0
16,3,11,2905,1
18,5,36,1793,1
18,2,7,4858,1
20,0,43,824,0
11,2,33,475,0
8,0,28,4498,1
0,5,26,2552,1
17,2,10,3959,1
20,2,28,1786,0
3,1,44,4903,0
9,4,27,356,1
6,5,42,4594,1
21,3,14,3700,0
22,5,20,150,0
0,3,15,694,0
16,3,36,4831,1
23,0,49,3973,0
1,3,10,3536,0
10,3,28,1172,0
8,1,37,1576,1
6,2,16,4970,0
21,5,31,3120,1
16,5,42,1764,1
16,3,22,4592,1
1,4,49,2830,0
5,5,43,1495,0
13,3,17,3997,0
5,0,44,4724,0
1,0,34,4880,0
0,0,45,4145,0
9,3,17,2760,1
20,1,38,2333,0
4,4,40,3422,0
1,3,34,4297,1
21,1,29,4318,0
15,1,6,2201,0
1,5,40,1406,0
9,3,22,1737,1
1,3,9,1240,0
15,1,23,715,0
15,1,46,4752,0
18,1,22,4309,1
6,5,36,1666,1
21,3,25,1076,0
11,1,14,4896,0
23,0,41,1416,0
14,3,26,2439,1
7,5,17,4456,1
5,0,21,2196,0
9,2,13,478,1
2,3,28,3565,0
18,2,48,2371,1
16,1,18,1146,1
6,5,50,1107,1
20,1,12,209,0
19,5,41,2871,1
3,4,23,3983,0
13,1,32,2700,0
19,2,50,3343,0
21,5,45,1105,0
14,1,34,4893,0
23,3,11,405,0
7,5,30,1058,1
20,5,44,1053,0
14,1,50,2768,0
21,4,50,3638,0
19,1,15,2777,0
13,2,18,1730,0
8,2,25,1891,1
7,5,12,2703,1
16,5,7,2071,1
1,1,32,166,0
23,2,33,934,0
2,2,27,305,0
7,4,22,2933,1
11,3,39,4350,0
0,4,17,1814,0
9,0,16,1632,0
19,4,9,3245,1
2,1,43,3220,0
5,3,15,807,0
6,1,15,278,0
19,0,46,212,0
22,3,35,856,0
17,5,35,996,1
10,2,17,2968,0
18,4,18,258,1
4,1,49,885,0
18,0,46,1903,1
10,2,29,1939,0
23,4,37,3268,1
11,2,37,2398,0
9,4,19,4178,1
7,5,20,1642,1
23,3,48,4308,0
8,2,42,4454,1
3,2,10,2254,0
4,2,48,674,0
20,3,29,3138,1
7,0,19,1481,1
22,4,8,1322,1
8,5,8,2574,1
14,2,34,1601,0
14,3,38,958,0
15,0,31,3674,0
13,4,35,3829,1
7,3,36,3065,1
17,5,48,3291,1
9,5,43,1696,1
19,4,13,1661,0
5,2,45,2622,0
11,5,12,2699,1
1,0,18,2491,0
6,3,37,2775,1
15,0,27,2283,0
2,2,25,376,0
12,0,16,3982,0
2,0,6,3704,0
17,1,17,2178,1
10,0,8,4442,0
7,4,24,4606,1
5,3,18,4177,0
0,1,34,4268,0
0,3,33,1220,0
22,3,12,4868,1
7,2,16,2623,1
4,2,45,3470,0
15,1,42,4482,0
10,5,30,2008,0
4,2,6,3620,0
3,2,44,4407,0
5,2,18,4596,0
13,3,10,4850,1
21,1,46,3205,0
18,3,44,597,1
8,4,35,3687,1
11,3,21,4293,1
10,4,29,2513,0
13,0,36,3900,0
22,0,16,562,0
15,4,17,2860,1
0,4,23,3557,0
12,3,48,372,0
22,4,29,1250,0
20,1,35,3489,0
20,0,41,118,0
12,0,29,1716,0
1,5,20,3278,0
3,4,42,4181,1
5,2,47,511,0
22,2,27,841,0
4,4,18,2771,1
2,1,10,2879,0
0,2,29,2724,0
3,5,27,614,1
19,4,47,306,0
1,1,16,1047,0
4,1,17,2541,0
2,3,40,1928,0
8,1,43,3698,1
19,2,38,2267,0
5,2,10,1756,0
17,4,42,701,1
5,4,44,811,1
18,1,12,1303,1
11,5,12,1491,0
10,0,44,2796,0
1,3,37,3372,0
14,0,38,3231,0
11,1,48,3830,0
11,1,19,2766,0
8,0,40,649,0
20,3,39,4841,0
23,0,50,4082,0
1,4,26,1344,0
21,2,27,3986,0
2,5,44,4112,1
11,4,49,2649,1
15,2,26,3304,0
20,5,9,945,1
23,5,35,4645,1
0,5,17,143,0
20,1,32,758,0
2,5,24,4923,1
19,3,37,4030,0
1,0,20,2967,0
8,3,33,3747,1
18,0,27,2882,1
14,4,28,1791,1
17,4,38,2325,1
10,0,11,3166,0
22,3,42,2047,0
15,0,41,1465,0
21,5,8,3230,1
16,1,38,4633,1
4,4,46,4621,1
11,1,26,1067,0
10,5,9,1504,0
14,5,46,585,1
2,4,27,1855,0
0,4,19,3730,1
19,5,35,3068,0
15,2,13,1679,0
1,1,47,2895,0
1,1,29,150,0
2,2,29,1759,0
7,3,25,4400,1
23,1,13,2887,0
14,0,42,4728,0
6,5,26,2255,1
5,5,47,4446,1
8,2,27,4330,1
19,1,8,3261,0
0,3,33,1714,0
7,1,19,2836,1
22,5,5,506,0
22,4,34,3479,0
2,0,33,4297,0
3,2,24,1484,0
14,4,37,3795,0
5,3,45,4599,1
14,4,48,3002,0
20,4,40,1729,1
2,3,26,3362,0
20,4,17,1126,1
20,2,11,3089,0
13,5,12,2324,1
19,1,32,3020,0
13,4,49,4415,1
3,2,47,4368,0
11,1,13,2883,0
16,1,29,1513,1
6,4,20,4697,1
8,2,14,3748,1
2,5,15,2908,1
12,4,35,3431,0
14,3,16,2278,0
17,1,35,897,1
18,4,18,2946,1
0,1,48,1029,0
5,2,36,4918,0
22,0,21,3191,0
1,4,39,2362,0
23,5,5,1433,1
13,4,33,1374,0
5,1,8,4683,0
13,2,27,3580,0
3,3,32,3442,0
20,5,20,1317,0
7,2,16,1564,1
2,4,25,4508,1
18,3,49,4274,1
13,2,21,4870,1
19,0,44,113,0
16,5,17,2393,1
7,1,36,2145,1
23,2,41,1137,0
13,2,19,4228,1
5,0,16,1559,0
22,4,19,356,0
21,5,38,4229,1
15,5,10,4173,1
18,1,21,1383,1
13,2,24,3587,0
18,3,13,2284,1
2,2,9,458,0
9,1,27,3891,1
18,2,37,4949,1
8,0,42,3287,1
19,2,18,4599,0
12,2,21,1325,0
6,3,23,2397,0
13,0,37,377,0
8,0,5,4307,1
22,2,17,2086,0
18,5,50,3644,1
14,3,31,2893,0
19,2,10,491,0
13,2,10,1068,0
23,1,37,2290,0
5,1,34,2328,0
20,5,50,2726,1
3,3,39,2945,0
7,4,27,4464,1
16,1,14,3407,1
8,4,23,2700,1
0,0,32,2780,0
23,1,27,4470,0
19,1,8,4938,0
13,3,24,185,0
10,5,23,3234,1
20,4,46,4599,0
2,1,31,2339,0
8,1,38,3464,1
13,3,8,2145,0
8,3,42,1154,1
3,5,11,3501,1
3,4,11,3829,0
7,0,30,2769,1
1,5,30,375,1
8,0,23,4846,1
13,2,13,4190,0
21,1,24,1205,0
8,4,46,4781,1
23,5,49,3032,1
22,1,20,228,0
15,4,21,4451,0
16,4,26,4426,1
15,4,17,3668,1
11,1,16,2502,0
2,5,14,1747,0
10,3,5,3656,1
13,1,36,3991,0
17,4,34,2293,1
20,5,12,2147,0
20,2,25,3204,0
4,0,26,4455,0
15,4,22,2234,0
19,2,6,942,0
4,3,48,2071,0
2,4,13,4460,0
11,2,7,4003,0
0,4,30,3713,1
20,1,25,491,0
8,5,34,2379,1
8,2,32,1000,1
3,5,40,4783,1
2,1,30,2594,0
16,1,38,1252,1
1,5,12,1394,0
23,2,14,565,0
0,5,47,2275,0
7,5,18,3345,1
12,0,44,587,0
22,2,19,3038,0
14,0,21,2726,0
7,4,22,1049,1
11,5,36,4601,1
21,4,42,1149,0
11,2,27,4175,1
13,5,50,4559,1
14,4,27,1490,1
14,3,39,1183,0
8,1,43,4746,1
18,5,19,1758,1
19,1,28,4487,0
21,0,32,1917,0
7,4,20,290,1
20,0,20,560,0
18,5,44,2621,1
5,1,43,3576,0
19,1,10,2805,0
18,4,6,4466,1
3,5,17,1257,0
22,3,48,4366,0
6,3,13,127,0
3,4,38,4331,1
21,5,21,3072,1
11,4,31,3124,1
12,5,33,1364,1
2,0,41,955,0
21,4,47,4125,1
11,5,26,1351,1
1,3,28,4704,0
23,5,11,3970,1
1,5,38,1426,1
22,4,16,1125,1
8,0,27,461,0
0,0,19,1318,0
7,0,37,705,1
22,0,17,1770,0
5,2,27,4911,0
5,4,42,2397,1
21,1,36,2294,0
17,4,49,4543,1
16,2,39,1377,1
11,0,5,498,0
5,2,49,2272,0
7,3,9,2910,1
18,3,17,2752,1
9,4,9,3039,1
0,4,36,921,0
12,1,25,1044,0
16,1,28,3578,1
2,3,22,2879,0
7,0,25,4529,1
13,2,14,4550,0
2,1,28,1296,0
15,5,44,1312,0
12,1,25,923,0
19,0,29,1996,0
23,0,27,4363,0
16,4,26,2515,1
12,2,8,635,0
5,0,38,3110,0
16,1,10,2727,1
13,1,32,3877,0
16,3,35,1049,1
7,0,39,3608,1
10,5,43,4402,1
19,4,46,643,0
0,2,27,4000,0
6,5,10,3853,1
20,4,20,4324,1
20,1,6,2182,0
16,5,28,2966,1
9,4,21,2346,1
10,1,49,1936,0
21,1,5,176,0
8,1,10,468,1
8,1,9,4721,1
23,1,49,448,0
4,3,33,4701,0
16,5,16,4838,1
8,4,43,4433,1
16,3,7,1555,1
23,3,5,2285,1
20,0,31,3911,0
18,0,28,3372,1
6,0,48,3782,0
22,2,23,1946,0
8,0,12,1954,1
6,4,48,3085,1
12,3,6,4550,0
10,4,34,2725,0
13,5,34,2994,1
18,0,43,658,0
10,2,49,2996,0
12,5,36,2017,0
13,2,5,1354,0
12,5,42,1781,0
0,3,17,1914,0
7,4,15,762,1
11,1,14,4216,0
18,4,30,3425,1
11,0,24,1341,0
7,1,21,3243,1
7,2,21,3137,1
20,3,8,261,0
12,3,9,4325,1
11,2,27,2050,0
15,0,50,4420,0
0,2,14,1881,0
12,5,50,4775,1
6,0,32,1577,0
4,1,37,3130,0
7,2,47,4086,1
13,0,30,206,0
22,1,33,2768,0
12,2,31,1264,0
14,3,22,1257,0
22,2,44,2346,0
16,4,14,766,1
14,2,46,2226,0
19,4,9,3041,1
17,1,14,611,1
17,2,25,349,1
1,1,28,988,0
3,1,42,1123,0
0,0,7,4794,0
3,1,44,4948,0
17,1,35,699,0
4,2,45,3122,0
18,2,41,2630,1
14,3,6,2983,0
7,0,6,2164,0
19,1,43,1858,0
16,0,46,3669,1
0,4,48,1342,0
11,1,38,4429,0
18,0,46,2395,1
14,3,24,2025,0
8,3,37,2162,1
6,1,8,3495,0
1,4,49,540,0
8,3,48,2843,1
9,3,15,106,1
1,4,46,1686,0
18,0,9,925,1
10,3,29,3924,0
12,2,41,1368,0
9,5,38,3536,1
13,5,13,3538,1
17,3,10,1410,1
18,0,22,4133,1
21,0,18,1727,0
8,1,23,1136,1
6,2,18,577,0
2,0,44,2778,0
19,4,21,814,0
5,2,39,1776,0
20,5,33,2262,0
1,2,46,608,0
5,4,21,481,0
2,3,47,1280,0
15,4,12,1945,1
7,4,5,4470,1
1,3,49,1818,0
16,3,40,1200,1
8,3,11,1960,1
11,3,50,2191,0
2,3,9,817,0
10,4,28,417,0
0,1,32,4729,0
22,1,47,1876,0
12,0,21,2384,0
14,1,41,1344,0
4,5,24,1433,1
20,1,7,3769,0
16,4,41,1300,1
22,3,30,1894,0
23,3,19,2801,0
5,4,12,1554,0
20,5,17,2033,1
21,1,7,846,0
10,4,5,940,0
17,0,13,2595,1
3,3,35,1188,0
2,2,45,892,0
12,0,30,1367,0
22,5,21,1650,1
8,0,38,2790,1
20,4,13,392,1
5,1,17,4122,0
11,3,9,1504,0
1,5,45,1748,0
2,5,17,2916,0
2,2,5,4010,0
11,0,29,3018,0
14,2,8,1497,0
8,1,40,1793,1
22,1,14,1137,0
7,2,32,3952,1
10,3,10,1662,0
15,1,31,1212,0
21,2,16,1391,0
3,0,7,1261,0
0,2,50,1129,0
23,2,37,4437,0
6,4,14,4357,1
1,1,35,2839,0
23,3,19,1078,0
4,3,11,617,0
6,4,40,882,0
3,5,18,2931,1
4,3,18,4280,0
23,2,7,237,0
0,4,50,853,0
0,0,7,3053,0
14,1,26,4908,0
19,1,23,2555,0
18,1,39,2934,1
9,2,16,679,1
17,0,9,3355,1
2,4,14,3366,0
10,4,45,4749,0
14,1,37,495,0
10,0,17,2037,0
16,0,39,2689,1
16,0,36,3134,1
5,3,15,269,0
4,3,42,2437,0
7,1,28,3339,1
1,0,39,3515,0
15,5,23,3668,1
19,0,10,3316,0
23,4,44,3584,0
11,4,49,4935,1
5,1,48,1941,0
0,5,46,3860,1
3,0,39,4652,0
16,5,8,3126,1
12,1,37,4065,0
17,4,17,1701,1
4,4,40,1246,0
23,3,47,4426,1
23,1,23,2784,0
2,1,47,211,0
10,0,16,692,0
12,0,15,2539,0
3,3,10,1338,0
13,2,16,2894,0
21,5,31,2514,1
10,2,45,2229,0
9,2,29,2953,1
18,1,46,2969,1
17,5,7,3698,1
5,1,7,3903,0
14,5,24,1626,1
20,4,32,2069,1
9,1,27,1051,1
4,1,7,1602,0
4,1,46,4567,0
9,3,28,3436,1
4,1,47,209,0
2,0,44,4086,0
22,0,10,2454,0
5,5,24,325,1
3,4,15,3111,0
17,3,36,4226,1
8,5,31,713,1
16,0,25,198,0
12,3,48,910,0
14,3,17,3437,0
19,4,26,2799,1
16,3,39,1119,1
12,1,26,3125,0
15,3,32,3628,0
21,4,25,3986,0
3,5,50,3079,1
4,4,22,3440,1
4,4,35,896,1
8,0,50,2057,0
16,1,41,3166,1
12,0,25,3120,0
1,5,18,2780,0
12,2,29,4541,0
21,5,31,4919,1
20,1,44,3048,0
22,3,27,3831,0
18,4,35,1201,1
2,2,33,1137,0
9,1,34,4331,1
1,0,30,891,0
12,4,24,4274,1
18,5,42,1878,1
16,0,23,4900,1
20,1,31,1081,0
13,1,29,1365,0
11,5,44,843,1
20,2,42,2531,0
11,5,27,474,0
10,3,33,1853,0
6,0,19,3997,0
3,2,7,2636,0
18,4,14,2091,1
0,3,19,3028,1
23,2,20,3546,0
2,0,21,691,0
12,1,23,4728,0
14,4,15,2669,1
1,5,9,2972,1
10,0,9,1276,0
3,3,18,1435,0
18,3,30,4793,1
16,1,12,212,0
2,1,9,3872,0
17,4,11,1945,1
7,5,20,2087,1
21,4,18,4929,1
23,1,41,2085,0
18,1,45,3392,1
4,3,8,3342,0
6,1,40,352,0
20,2,21,223,0
7,0,40,1336,1
4,1,10,723,0
16,4,20,3256,1
4,5,33,3236,1
3,5,40,3489,1
21,5,42,3517,1
18,2,41,1755,1
20,4,14,1366,1
1,2,45,3045,0
10,1,40,1260,0
21,0,33,2394,0
12,5,18,540,0
14,4,8,2192,0
11,5,48,2805,0
21,2,46,3859,0
20,3,40,653,0
21,1,49,1212,0
10,0,17,2877,0
6,1,50,1933,0
4,3,22,1414,0
16,0,37,3593,1
23,3,25,3238,0
19,1,20,3212,0
8,2,19,198,1
13,1,9,4025,0
11,1,10,1579,0
5,1,42,4496,0
16,4,7,1322,1
18,3,16,4683,1
18,3,40,1104,1
15,5,37,576,1
11,3,40,1235,0
11,5,37,2956,1
19,4,35,1805,0
5,2,25,617,0
22,5,31,1320,0
3,1,31,2606,0
5,2,12,4425,1
10,4,41,1291,0
0,3,36,3980,1
23,5,30,3343,1
22,1,6,2077,0
14,0,16,2342,0
10,0,26,3190,0
18,2,21,1987,1
17,3,11,4659,1
16,0,47,1073,1
18,2,8,165,1
20,4,41,3006,0
13,2,42,670,0
17,2,36,3992,1
18,2,15,407,1
14,1,5,3508,0
14,2,29,3842,0
3,5,46,882,0
6,2,28,4316,0
12,1,47,865,0
2,1,21,3575,0
15,4,12,872,0
8,3,49,3957,1
7,0,31,3285,1
19,0,22,639,0
12,2,31,2149,0
16,4,26,3383,1
16,2,20,4775,1
16,0,6,1763,1
0,1,9,1147,0
7,3,22,3936,1
18,4,7,3539,1
5,1,31,605,0
2,3,21,3347,0
4,4,20,3600,1
12,4,10,2010,1
14,0,11,832,0
13,1,18,3613,0
22,4,42,1671,0
15,5,44,4709,1
17,4,19,3042,1
21,3,37,4556,0
21,0,47,2421,0
10,2,31,3435,0
2,0,33,4722,0
21,2,41,4474,0
9,1,9,2853,1
9,1,33,1472,1
20,4,36,1544,1
15,5,10,3476,1
11,1,6,389,0
1,4,10,2165,1
8,0,50,163,0
23,1,47,4045,0
2,0,8,429,0
23,0,33,4958,0
14,5,29,2063,0
2,1,13,3188,0
18,0,7,2590,0
17,5,30,240,1
7,5,47,4639,1
16,1,31,2573,1
7,5,40,4003,1
6,1,36,549,0
6,1,5,1925,0
2,2,20,4546,0
0,0,15,4794,0
3,3,30,4906,1
4,1,44,969,0
0,0,5,3664,0
14,5,30,3759,1
4,4,32,3702,1
12,1,13,492,0
7,5,48,941,1
7,5,26,2548,1
4,5,12,2891,1
8,5,46,3053,1
0,5,31,1458,0
3,1,43,1090,0
2,3,23,1138,0
1,2,29,127,0
7,5,42,487,1
22,5,25,932,1
8,2,28,349,1
1,1,28,2127,0
13,0,23,1628,0
13,4,6,4293,1
3,4,18,1938,1
5,0,36,1460,0
10,1,46,3209,0
2,4,36,1423,0
7,2,32,2326,1
2,0,43,3780,0
13,3,44,991,0
12,1,46,1405,0
12,0,44,4648,0
1,4,17,4292,1
12,1,16,361,0
18,2,12,2440,1
5,1,19,1893,0
15,1,30,2396,0
1,2,16,2392,0
7,5,47,2270,1
16,2,50,424,1
22,1,31,1085,0
1,2,22,4882,0
9,5,49,3952,1
15,0,40,1839,0
5,2,31,1960,0
1,2,13,3237,0
1,1,43,3998,0
12,0,5,935,0
23,3,11,4254,0
14,3,30,2878,0
1,4,11,1496,0
6,2,11,1776,0
2,2,12,4431,0
7,0,20,4413,1
22,5,7,1937,1
13,3,49,3821,0
23,4,14,3772,1
22,0,11,3122,0
21,2,25,4784,0
6,3,41,1771,0
20,4,35,1016,0
6,1,27,1017,0
0,3,31,1233,0
16,4,26,1936,1
8,0,43,2238,0
20,1,31,4107,0
12,4,8,2005,0
20,4,28,4089,1
18,2,27,3585,1
20,5,23,4897,1
18,3,46,2220,1
21,2,7,2832,0
16,1,31,2869,1
22,5,7,1421,1
22,4,32,3816,1
9,2,21,3454,1
9,5,35,1628,1
3,3,14,4843,0
7,1,26,859,1
21,0,34,3512,0
19,2,25,1457,0
19,1,40,2290,0
17,0,27,3581,1
13,2,42,1048,0
17,1,16,2179,1
13,1,29,1866,0
19,5,24,127,0
20,2,46,2570,0
23,1,11,2638,0
14,4,33,259,1
21,2,33,2992,0
3,1,17,4213,0
12,5,7,3822,1
22,0,6,3831,0
7,0,20,2571,1
